id,name,type
field_474,country,Field
dcfield_474,coverage,DublinCore
value_474,Japan,Value
dataset_475,Drug Safety,Dataset
field_475,source,Field
dcfield_475,creator,DublinCore
value_475,Regulator,Value
dataset_476,Drug Safety,Dataset
field_476,source,Field
dcfield_476,creator,DublinCore
value_476,Pharmacist,Value
dataset_477,Drug Safety,Dataset
field_477,source,Field
dcfield_477,creator,DublinCore
value_477,Consumer,Value
dataset_478,Drug Safety,Dataset
field_478,source,Field
dcfield_478,creator,DublinCore
value_478,Physician,Value
dataset_479,Drug Ontology,Dataset
field_479,drug_id,Field
dcfield_479,identifier,DublinCore
value_479,DB10000,Value
dataset_480,Drug Ontology,Dataset
field_480,drug_id,Field
dcfield_480,identifier,DublinCore
value_480,DB10001,Value
dataset_481,Drug Ontology,Dataset
field_481,drug_id,Field
dcfield_481,identifier,DublinCore
value_481,DB10002,Value
dataset_482,Drug Ontology,Dataset
field_482,drug_id,Field
dcfield_482,identifier,DublinCore
value_482,DB10003,Value
dataset_483,Drug Ontology,Dataset
field_483,drug_id,Field
dcfield_483,identifier,DublinCore
value_483,DB10004,Value
dataset_484,Drug Ontology,Dataset
field_484,drug_id,Field
dcfield_484,identifier,DublinCore
value_484,DB10005,Value
dataset_485,Drug Ontology,Dataset
field_485,drug_id,Field
dcfield_485,identifier,DublinCore
value_485,DB10006,Value
dataset_486,Drug Ontology,Dataset
field_486,drug_id,Field
dcfield_486,identifier,DublinCore
value_486,DB10007,Value
dataset_487,Drug Ontology,Dataset
field_487,drug_id,Field
dcfield_487,identifier,DublinCore
value_487,DB10008,Value
dataset_488,Drug Ontology,Dataset
field_488,drug_id,Field
dcfield_488,identifier,DublinCore
value_488,DB10009,Value
dataset_489,Drug Ontology,Dataset
field_489,drug_id,Field
dcfield_489,identifier,DublinCore
value_489,DB10010,Value
dataset_490,Drug Ontology,Dataset
field_490,drug_id,Field
dcfield_490,identifier,DublinCore
value_490,DB10011,Value
dataset_491,Drug Ontology,Dataset
field_491,drug_id,Field
dcfield_491,identifier,DublinCore
value_491,DB10012,Value
dataset_492,Drug Ontology,Dataset
field_492,drug_id,Field
dcfield_492,identifier,DublinCore
value_492,DB10013,Value
dataset_493,Drug Ontology,Dataset
field_493,drug_id,Field
dcfield_493,identifier,DublinCore
value_493,DB10014,Value
dataset_494,Drug Ontology,Dataset
field_494,drug_id,Field
dcfield_494,identifier,DublinCore
value_494,DB10015,Value
dataset_495,Drug Ontology,Dataset
field_495,drug_id,Field
dcfield_495,identifier,DublinCore
value_495,DB10016,Value
dataset_496,Drug Ontology,Dataset
field_496,drug_id,Field
dcfield_496,identifier,DublinCore
value_496,DB10017,Value
dataset_497,Drug Ontology,Dataset
field_497,drug_id,Field
dcfield_497,identifier,DublinCore
value_497,DB10018,Value
dataset_498,Drug Ontology,Dataset
field_498,drug_id,Field
dcfield_498,identifier,DublinCore
value_498,DB10019,Value
dataset_499,Drug Ontology,Dataset
field_499,drug_id,Field
dcfield_499,identifier,DublinCore
value_499,DB10020,Value
dataset_500,Drug Ontology,Dataset
field_500,drug_id,Field
dcfield_500,identifier,DublinCore
value_500,DB10021,Value
dataset_501,Drug Ontology,Dataset
field_501,drug_id,Field
dcfield_501,identifier,DublinCore
value_501,DB10022,Value
dataset_502,Drug Ontology,Dataset
field_502,drug_id,Field
dcfield_502,identifier,DublinCore
value_502,DB10023,Value
dataset_503,Drug Ontology,Dataset
field_503,drug_id,Field
dcfield_503,identifier,DublinCore
value_503,DB10024,Value
dataset_504,Drug Ontology,Dataset
field_504,drug_id,Field
dcfield_504,identifier,DublinCore
value_504,DB10025,Value
dataset_505,Drug Ontology,Dataset
field_505,drug_id,Field
dcfield_505,identifier,DublinCore
value_505,DB10026,Value
dataset_506,Drug Ontology,Dataset
field_506,drug_id,Field
dcfield_506,identifier,DublinCore
value_506,DB10027,Value
dataset_507,Drug Ontology,Dataset
field_507,drug_id,Field
dcfield_507,identifier,DublinCore
value_507,DB10028,Value
dataset_508,Drug Ontology,Dataset
field_508,drug_id,Field
dcfield_508,identifier,DublinCore
value_508,DB10029,Value
dataset_509,Drug Ontology,Dataset
field_509,drug_id,Field
dcfield_509,identifier,DublinCore
value_509,DB10030,Value
dataset_510,Drug Ontology,Dataset
field_510,drug_id,Field
dcfield_510,identifier,DublinCore
value_510,DB10031,Value
dataset_511,Drug Ontology,Dataset
field_511,drug_id,Field
dcfield_511,identifier,DublinCore
value_511,DB10032,Value
dataset_512,Drug Ontology,Dataset
field_512,drug_id,Field
dcfield_512,identifier,DublinCore
value_512,DB10033,Value
dataset_513,Drug Ontology,Dataset
field_513,drug_id,Field
dcfield_513,identifier,DublinCore
value_513,DB10034,Value
dataset_514,Drug Ontology,Dataset
field_514,drug_id,Field
dcfield_514,identifier,DublinCore
value_514,DB10035,Value
dataset_515,Drug Ontology,Dataset
field_515,drug_id,Field
dcfield_515,identifier,DublinCore
value_515,DB10036,Value
dataset_516,Drug Ontology,Dataset
field_516,drug_id,Field
dcfield_516,identifier,DublinCore
value_516,DB10037,Value
dataset_517,Drug Ontology,Dataset
field_517,drug_id,Field
dcfield_517,identifier,DublinCore
value_517,DB10038,Value
dataset_518,Drug Ontology,Dataset
field_518,drug_id,Field
dcfield_518,identifier,DublinCore
value_518,DB10039,Value
dataset_519,Drug Ontology,Dataset
field_519,drug_id,Field
dcfield_519,identifier,DublinCore
value_519,DB10040,Value
dataset_520,Drug Ontology,Dataset
field_520,drug_id,Field
dcfield_520,identifier,DublinCore
value_520,DB10041,Value
dataset_521,Drug Ontology,Dataset
field_521,drug_id,Field
dcfield_521,identifier,DublinCore
value_521,DB10042,Value
dataset_522,Drug Ontology,Dataset
field_522,drug_id,Field
dcfield_522,identifier,DublinCore
value_522,DB10043,Value
dataset_523,Drug Ontology,Dataset
field_523,drug_id,Field
dcfield_523,identifier,DublinCore
value_523,DB10044,Value
dataset_524,Drug Ontology,Dataset
field_524,drug_id,Field
dcfield_524,identifier,DublinCore
value_524,DB10045,Value
dataset_525,Drug Ontology,Dataset
field_525,drug_id,Field
dcfield_525,identifier,DublinCore
value_525,DB10046,Value
dataset_526,Drug Ontology,Dataset
field_526,drug_id,Field
dcfield_526,identifier,DublinCore
value_526,DB10047,Value
dataset_527,Drug Ontology,Dataset
field_527,drug_id,Field
dcfield_527,identifier,DublinCore
value_527,DB10048,Value
dataset_528,Drug Ontology,Dataset
field_528,drug_id,Field
dcfield_528,identifier,DublinCore
value_528,DB10049,Value
dataset_529,Drug Ontology,Dataset
field_529,drug_name,Field
dcfield_529,title,DublinCore
value_529,Drug_1,Value
dataset_530,Drug Ontology,Dataset
field_530,drug_name,Field
dcfield_530,title,DublinCore
value_530,Drug_2,Value
dataset_531,Drug Ontology,Dataset
field_531,drug_name,Field
dcfield_531,title,DublinCore
value_531,Drug_3,Value
dataset_532,Drug Ontology,Dataset
field_532,drug_name,Field
dcfield_532,title,DublinCore
value_532,Drug_4,Value
dataset_533,Drug Ontology,Dataset
field_533,drug_name,Field
dcfield_533,title,DublinCore
value_533,Drug_5,Value
dataset_534,Drug Ontology,Dataset
field_534,drug_name,Field
dcfield_534,title,DublinCore
value_534,Drug_6,Value
dataset_535,Drug Ontology,Dataset
field_535,drug_name,Field
dcfield_535,title,DublinCore
value_535,Drug_7,Value
dataset_536,Drug Ontology,Dataset
field_536,drug_name,Field
dcfield_536,title,DublinCore
value_536,Drug_8,Value
dataset_537,Drug Ontology,Dataset
field_537,drug_name,Field
dcfield_537,title,DublinCore
value_537,Drug_9,Value
dataset_538,Drug Ontology,Dataset
field_538,drug_name,Field
dcfield_538,title,DublinCore
value_538,Drug_10,Value
dataset_539,Drug Ontology,Dataset
field_539,drug_name,Field
dcfield_539,title,DublinCore
value_539,Drug_11,Value
dataset_540,Drug Ontology,Dataset
field_540,drug_name,Field
dcfield_540,title,DublinCore
value_540,Drug_12,Value
dataset_541,Drug Ontology,Dataset
field_541,drug_name,Field
dcfield_541,title,DublinCore
value_541,Drug_13,Value
dataset_542,Drug Ontology,Dataset
field_542,drug_name,Field
dcfield_542,title,DublinCore
value_542,Drug_14,Value
dataset_543,Drug Ontology,Dataset
field_543,drug_name,Field
dcfield_543,title,DublinCore
value_543,Drug_15,Value
dataset_544,Drug Ontology,Dataset
field_544,drug_name,Field
dcfield_544,title,DublinCore
value_544,Drug_16,Value
dataset_545,Drug Ontology,Dataset
field_545,drug_name,Field
dcfield_545,title,DublinCore
value_545,Drug_17,Value
dataset_546,Drug Ontology,Dataset
field_546,drug_name,Field
dcfield_546,title,DublinCore
value_546,Drug_18,Value
dataset_547,Drug Ontology,Dataset
field_547,drug_name,Field
dcfield_547,title,DublinCore
value_547,Drug_19,Value
dataset_548,Drug Ontology,Dataset
field_548,drug_name,Field
dcfield_548,title,DublinCore
value_548,Drug_20,Value
dataset_549,Drug Ontology,Dataset
field_549,drug_name,Field
dcfield_549,title,DublinCore
value_549,Drug_21,Value
dataset_550,Drug Ontology,Dataset
field_550,drug_name,Field
dcfield_550,title,DublinCore
value_550,Drug_22,Value
dataset_551,Drug Ontology,Dataset
field_551,drug_name,Field
dcfield_551,title,DublinCore
value_551,Drug_23,Value
dataset_552,Drug Ontology,Dataset
field_552,drug_name,Field
dcfield_552,title,DublinCore
value_552,Drug_24,Value
dataset_553,Drug Ontology,Dataset
field_553,drug_name,Field
dcfield_553,title,DublinCore
value_553,Drug_25,Value
dataset_554,Drug Ontology,Dataset
field_554,drug_name,Field
dcfield_554,title,DublinCore
value_554,Drug_26,Value
dataset_555,Drug Ontology,Dataset
field_555,drug_name,Field
dcfield_555,title,DublinCore
value_555,Drug_27,Value
dataset_556,Drug Ontology,Dataset
field_556,drug_name,Field
dcfield_556,title,DublinCore
value_556,Drug_28,Value
dataset_557,Drug Ontology,Dataset
field_557,drug_name,Field
dcfield_557,title,DublinCore
value_557,Drug_29,Value
dataset_558,Drug Ontology,Dataset
field_558,drug_name,Field
dcfield_558,title,DublinCore
value_558,Drug_30,Value
dataset_559,Drug Ontology,Dataset
field_559,drug_name,Field
dcfield_559,title,DublinCore
value_559,Drug_31,Value
dataset_560,Drug Ontology,Dataset
field_560,drug_name,Field
dcfield_560,title,DublinCore
value_560,Drug_32,Value
dataset_561,Drug Ontology,Dataset
field_561,drug_name,Field
dcfield_561,title,DublinCore
value_561,Drug_33,Value
dataset_562,Drug Ontology,Dataset
field_562,drug_name,Field
dcfield_562,title,DublinCore
value_562,Drug_34,Value
dataset_563,Drug Ontology,Dataset
field_563,drug_name,Field
dcfield_563,title,DublinCore
value_563,Drug_35,Value
dataset_564,Drug Ontology,Dataset
field_564,drug_name,Field
dcfield_564,title,DublinCore
value_564,Drug_36,Value
dataset_565,Drug Ontology,Dataset
field_565,drug_name,Field
dcfield_565,title,DublinCore
value_565,Drug_37,Value
dataset_566,Drug Ontology,Dataset
field_566,drug_name,Field
dcfield_566,title,DublinCore
value_566,Drug_38,Value
dataset_567,Drug Ontology,Dataset
field_567,drug_name,Field
dcfield_567,title,DublinCore
value_567,Drug_39,Value
dataset_568,Drug Ontology,Dataset
field_568,drug_name,Field
dcfield_568,title,DublinCore
value_568,Drug_40,Value
dataset_569,Drug Ontology,Dataset
field_569,drug_name,Field
dcfield_569,title,DublinCore
value_569,Drug_41,Value
dataset_570,Drug Ontology,Dataset
field_570,drug_name,Field
dcfield_570,title,DublinCore
value_570,Drug_42,Value
dataset_571,Drug Ontology,Dataset
field_571,drug_name,Field
dcfield_571,title,DublinCore
value_571,Drug_43,Value
dataset_572,Drug Ontology,Dataset
field_572,drug_name,Field
dcfield_572,title,DublinCore
value_572,Drug_44,Value
dataset_573,Drug Ontology,Dataset
field_573,drug_name,Field
dcfield_573,title,DublinCore
value_573,Drug_45,Value
dataset_574,Drug Ontology,Dataset
field_574,drug_name,Field
dcfield_574,title,DublinCore
value_574,Drug_46,Value
dataset_575,Drug Ontology,Dataset
field_575,drug_name,Field
dcfield_575,title,DublinCore
value_575,Drug_47,Value
dataset_576,Drug Ontology,Dataset
field_576,drug_name,Field
dcfield_576,title,DublinCore
value_576,Drug_48,Value
dataset_577,Drug Ontology,Dataset
field_577,drug_name,Field
dcfield_577,title,DublinCore
value_577,Drug_49,Value
dataset_578,Drug Ontology,Dataset
field_578,drug_name,Field
dcfield_578,title,DublinCore
value_578,Drug_50,Value
dataset_579,Drug Ontology,Dataset
field_579,generic_name,Field
dcfield_579,subject,DublinCore
value_579,Remdesivir,Value
dataset_580,Drug Ontology,Dataset
field_580,generic_name,Field
dcfield_580,subject,DublinCore
value_580,Paracetamol,Value
dataset_581,Drug Ontology,Dataset
field_581,generic_name,Field
dcfield_581,subject,DublinCore
value_581,Atorvastatin,Value
concept_581,83367.0,Concept
dataset_582,Drug Ontology,Dataset
field_582,generic_name,Field
dcfield_582,subject,DublinCore
value_582,Metformin,Value
concept_582,860975.0,Concept
dataset_583,Drug Ontology,Dataset
field_583,generic_name,Field
dcfield_583,subject,DublinCore
value_583,Amlodipine,Value
dataset_584,Drug Ontology,Dataset
field_584,generic_name,Field
dcfield_584,subject,DublinCore
value_584,Insulin,Value
concept_584,28518.0,Concept
dataset_585,Drug Ontology,Dataset
field_585,drug_class,Field
dcfield_585,type,DublinCore
value_585,Chemotherapy,Value
dataset_586,Drug Ontology,Dataset
field_586,drug_class,Field
dcfield_586,type,DublinCore
value_586,Antiviral,Value
dataset_587,Drug Ontology,Dataset
field_587,drug_class,Field
dcfield_587,type,DublinCore
value_587,Antibiotic,Value
dataset_588,Drug Ontology,Dataset
field_588,drug_class,Field
dcfield_588,type,DublinCore
value_588,Statin,Value
dataset_589,Drug Ontology,Dataset
field_589,drug_class,Field
dcfield_589,type,DublinCore
value_589,Analgesic,Value
dataset_590,Drug Ontology,Dataset
field_590,drug_class,Field
dcfield_590,type,DublinCore
value_590,Antidiabetic,Value
dataset_591,Drug Ontology,Dataset
field_591,drug_class,Field
dcfield_591,type,DublinCore
value_591,Antihypertensive,Value
dataset_592,Drug Ontology,Dataset
field_592,mechanism_of_action,Field
dcfield_592,description,DublinCore
value_592,Beta Blocker,Value
dataset_593,Drug Ontology,Dataset
field_593,mechanism_of_action,Field
dcfield_593,description,DublinCore
value_593,HMG-CoA Reductase Inhibitor,Value
dataset_594,Drug Ontology,Dataset
field_594,mechanism_of_action,Field
dcfield_594,description,DublinCore
value_594,Insulin Sensitizer,Value
dataset_595,Drug Ontology,Dataset
field_595,mechanism_of_action,Field
dcfield_595,description,DublinCore
value_595,Protease Inhibitor,Value
dataset_596,Drug Ontology,Dataset
field_596,mechanism_of_action,Field
dcfield_596,description,DublinCore
value_596,COX Inhibitor,Value
dataset_597,Drug Ontology,Dataset
field_597,mechanism_of_action,Field
dcfield_597,description,DublinCore
value_597,ACE Inhibitor,Value
dataset_598,Drug Ontology,Dataset
field_598,mechanism_of_action,Field
dcfield_598,description,DublinCore
value_598,DNA Synthesis Inhibitor,Value
dataset_599,Drug Ontology,Dataset
field_599,route_of_administration,Field
dcfield_599,format,DublinCore
value_599,Topical,Value
dataset_600,Drug Ontology,Dataset
field_600,route_of_administration,Field
dcfield_600,format,DublinCore
value_600,Injection,Value
dataset_601,Drug Ontology,Dataset
field_601,route_of_administration,Field
dcfield_601,format,DublinCore
value_601,IV,Value
dataset_602,Drug Ontology,Dataset
field_602,route_of_administration,Field
dcfield_602,format,DublinCore
value_602,Oral,Value
dataset_603,Drug Ontology,Dataset
field_603,atc_code,Field
dcfield_603,identifier,DublinCore
value_603,ATC00001,Value
dataset_604,Drug Ontology,Dataset
field_604,atc_code,Field
dcfield_604,identifier,DublinCore
value_604,ATC00002,Value
dataset_605,Drug Ontology,Dataset
field_605,atc_code,Field
dcfield_605,identifier,DublinCore
value_605,ATC00003,Value
dataset_606,Drug Ontology,Dataset
field_606,atc_code,Field
dcfield_606,identifier,DublinCore
value_606,ATC00004,Value
dataset_607,Drug Ontology,Dataset
field_607,atc_code,Field
dcfield_607,identifier,DublinCore
value_607,ATC00005,Value
dataset_608,Drug Ontology,Dataset
field_608,atc_code,Field
dcfield_608,identifier,DublinCore
value_608,ATC00006,Value
dataset_609,Drug Ontology,Dataset
field_609,atc_code,Field
dcfield_609,identifier,DublinCore
value_609,ATC00007,Value
dataset_610,Drug Ontology,Dataset
field_610,atc_code,Field
dcfield_610,identifier,DublinCore
value_610,ATC00008,Value
dataset_611,Drug Ontology,Dataset
field_611,atc_code,Field
dcfield_611,identifier,DublinCore
value_611,ATC00009,Value
dataset_612,Drug Ontology,Dataset
field_612,atc_code,Field
dcfield_612,identifier,DublinCore
value_612,ATC00010,Value
dataset_613,Drug Ontology,Dataset
field_613,atc_code,Field
dcfield_613,identifier,DublinCore
value_613,ATC00011,Value
dataset_614,Drug Ontology,Dataset
field_614,atc_code,Field
dcfield_614,identifier,DublinCore
value_614,ATC00012,Value
dataset_615,Drug Ontology,Dataset
field_615,atc_code,Field
dcfield_615,identifier,DublinCore
value_615,ATC00013,Value
dataset_616,Drug Ontology,Dataset
field_616,atc_code,Field
dcfield_616,identifier,DublinCore
value_616,ATC00014,Value
dataset_617,Drug Ontology,Dataset
field_617,atc_code,Field
dcfield_617,identifier,DublinCore
value_617,ATC00015,Value
dataset_618,Drug Ontology,Dataset
field_618,atc_code,Field
dcfield_618,identifier,DublinCore
value_618,ATC00016,Value
dataset_619,Drug Ontology,Dataset
field_619,atc_code,Field
dcfield_619,identifier,DublinCore
value_619,ATC00017,Value
dataset_620,Drug Ontology,Dataset
field_620,atc_code,Field
dcfield_620,identifier,DublinCore
value_620,ATC00018,Value
dataset_621,Drug Ontology,Dataset
field_621,atc_code,Field
dcfield_621,identifier,DublinCore
value_621,ATC00019,Value
dataset_622,Drug Ontology,Dataset
field_622,atc_code,Field
dcfield_622,identifier,DublinCore
value_622,ATC00020,Value
dataset_623,Drug Ontology,Dataset
field_623,atc_code,Field
dcfield_623,identifier,DublinCore
value_623,ATC00021,Value
dataset_624,Drug Ontology,Dataset
field_624,atc_code,Field
dcfield_624,identifier,DublinCore
value_624,ATC00022,Value
dataset_625,Drug Ontology,Dataset
field_625,atc_code,Field
dcfield_625,identifier,DublinCore
value_625,ATC00023,Value
dataset_626,Drug Ontology,Dataset
field_626,atc_code,Field
dcfield_626,identifier,DublinCore
value_626,ATC00024,Value
dataset_627,Drug Ontology,Dataset
field_627,atc_code,Field
dcfield_627,identifier,DublinCore
value_627,ATC00025,Value
dataset_628,Drug Ontology,Dataset
field_628,atc_code,Field
dcfield_628,identifier,DublinCore
value_628,ATC00026,Value
dataset_629,Drug Ontology,Dataset
field_629,atc_code,Field
dcfield_629,identifier,DublinCore
value_629,ATC00027,Value
dataset_630,Drug Ontology,Dataset
field_630,atc_code,Field
dcfield_630,identifier,DublinCore
value_630,ATC00028,Value
dataset_631,Drug Ontology,Dataset
field_631,atc_code,Field
dcfield_631,identifier,DublinCore
value_631,ATC00029,Value
dataset_632,Drug Ontology,Dataset
field_632,atc_code,Field
dcfield_632,identifier,DublinCore
value_632,ATC00030,Value
dataset_633,Drug Ontology,Dataset
field_633,atc_code,Field
dcfield_633,identifier,DublinCore
value_633,ATC00031,Value
dataset_634,Drug Ontology,Dataset
field_634,atc_code,Field
dcfield_634,identifier,DublinCore
value_634,ATC00032,Value
dataset_635,Drug Ontology,Dataset
field_635,atc_code,Field
dcfield_635,identifier,DublinCore
value_635,ATC00033,Value
dataset_636,Drug Ontology,Dataset
field_636,atc_code,Field
dcfield_636,identifier,DublinCore
value_636,ATC00034,Value
dataset_637,Drug Ontology,Dataset
field_637,atc_code,Field
dcfield_637,identifier,DublinCore
value_637,ATC00035,Value
dataset_638,Drug Ontology,Dataset
field_638,atc_code,Field
dcfield_638,identifier,DublinCore
value_638,ATC00036,Value
dataset_639,Drug Ontology,Dataset
field_639,atc_code,Field
dcfield_639,identifier,DublinCore
value_639,ATC00037,Value
dataset_640,Drug Ontology,Dataset
field_640,atc_code,Field
dcfield_640,identifier,DublinCore
value_640,ATC00038,Value
dataset_641,Drug Ontology,Dataset
field_641,atc_code,Field
dcfield_641,identifier,DublinCore
value_641,ATC00039,Value
dataset_642,Drug Ontology,Dataset
field_642,atc_code,Field
dcfield_642,identifier,DublinCore
value_642,ATC00040,Value
dataset_643,Drug Ontology,Dataset
field_643,atc_code,Field
dcfield_643,identifier,DublinCore
value_643,ATC00041,Value
dataset_644,Drug Ontology,Dataset
field_644,atc_code,Field
dcfield_644,identifier,DublinCore
value_644,ATC00042,Value
dataset_645,Drug Ontology,Dataset
field_645,atc_code,Field
dcfield_645,identifier,DublinCore
value_645,ATC00043,Value
dataset_646,Drug Ontology,Dataset
field_646,atc_code,Field
dcfield_646,identifier,DublinCore
value_646,ATC00044,Value
dataset_647,Drug Ontology,Dataset
field_647,atc_code,Field
dcfield_647,identifier,DublinCore
value_647,ATC00045,Value
dataset_648,Drug Ontology,Dataset
field_648,atc_code,Field
dcfield_648,identifier,DublinCore
value_648,ATC00046,Value
dataset_649,Drug Ontology,Dataset
field_649,atc_code,Field
dcfield_649,identifier,DublinCore
value_649,ATC00047,Value
dataset_650,Drug Ontology,Dataset
field_650,atc_code,Field
dcfield_650,identifier,DublinCore
value_650,ATC00048,Value
dataset_651,Drug Ontology,Dataset
field_651,atc_code,Field
dcfield_651,identifier,DublinCore
value_651,ATC00049,Value
dataset_652,Drug Ontology,Dataset
field_652,atc_code,Field
dcfield_652,identifier,DublinCore
value_652,ATC00050,Value
dataset_653,Drug Ontology,Dataset
field_653,approved,Field
dcfield_653,rights,DublinCore
value_653,Yes,Value
dataset_654,Drug Ontology,Dataset
field_654,approved,Field
dcfield_654,rights,DublinCore
value_654,No,Value
dataset_655,Drug Ontology,Dataset
field_655,synonyms,Field
dcfield_655,relation,DublinCore
value_655,Med5|Med2|Med4,Value
dataset_656,Drug Ontology,Dataset
field_656,synonyms,Field
dcfield_656,relation,DublinCore
value_656,Med3|Med5|Med4,Value
dataset_657,Drug Ontology,Dataset
field_657,synonyms,Field
dcfield_657,relation,DublinCore
value_657,Med4|Med2|Med5,Value
dataset_658,Drug Ontology,Dataset
field_658,synonyms,Field
dcfield_658,relation,DublinCore
value_658,Med2|Med3|Med5,Value
dataset_659,Drug Ontology,Dataset
field_659,synonyms,Field
dcfield_659,relation,DublinCore
value_659,Med3|Med2|Med4,Value
dataset_660,Drug Ontology,Dataset
field_660,synonyms,Field
dcfield_660,relation,DublinCore
value_660,Med3|Med4|Med2,Value
dataset_661,Drug Ontology,Dataset
field_661,synonyms,Field
dcfield_661,relation,DublinCore
value_661,Med1|Med3|Med5,Value
dataset_662,Drug Ontology,Dataset
field_662,synonyms,Field
dcfield_662,relation,DublinCore
value_662,Med3|Med5|Med2,Value
dataset_663,Drug Ontology,Dataset
field_663,synonyms,Field
dcfield_663,relation,DublinCore
value_663,Med5|Med1|Med3,Value
dataset_664,Drug Ontology,Dataset
field_664,synonyms,Field
dcfield_664,relation,DublinCore
value_664,Med2|Med3|Med1,Value
dataset_665,Drug Ontology,Dataset
field_665,synonyms,Field
dcfield_665,relation,DublinCore
value_665,Med1|Med4|Med5,Value
dataset_666,Drug Ontology,Dataset
field_666,synonyms,Field
dcfield_666,relation,DublinCore
value_666,Med1|Med3|Med4,Value
dataset_667,Drug Ontology,Dataset
field_667,synonyms,Field
dcfield_667,relation,DublinCore
value_667,Med2|Med5|Med4,Value
dataset_668,Drug Ontology,Dataset
field_668,synonyms,Field
dcfield_668,relation,DublinCore
value_668,Med5|Med4|Med3,Value
dataset_669,Drug Ontology,Dataset
field_669,synonyms,Field
dcfield_669,relation,DublinCore
value_669,Med2|Med5|Med1,Value
dataset_670,Drug Ontology,Dataset
field_670,synonyms,Field
dcfield_670,relation,DublinCore
value_670,Med1|Med4|Med2,Value
dataset_671,Drug Ontology,Dataset
field_671,synonyms,Field
dcfield_671,relation,DublinCore
value_671,Med3|Med5|Med1,Value
dataset_672,Drug Ontology,Dataset
field_672,synonyms,Field
dcfield_672,relation,DublinCore
value_672,Med5|Med3|Med4,Value
dataset_673,Drug Ontology,Dataset
field_673,synonyms,Field
dcfield_673,relation,DublinCore
value_673,Med4|Med3|Med2,Value
dataset_674,Drug Ontology,Dataset
field_674,synonyms,Field
dcfield_674,relation,DublinCore
value_674,Med2|Med1|Med5,Value
dataset_675,Drug Ontology,Dataset
field_675,synonyms,Field
dcfield_675,relation,DublinCore
value_675,Med5|Med2|Med3,Value
dataset_676,Drug Ontology,Dataset
field_676,synonyms,Field
dcfield_676,relation,DublinCore
value_676,Med5|Med4|Med1,Value
dataset_677,Drug Ontology,Dataset
field_677,synonyms,Field
dcfield_677,relation,DublinCore
value_677,Med5|Med4|Med2,Value
dataset_678,Drug Ontology,Dataset
field_678,synonyms,Field
dcfield_678,relation,DublinCore
value_678,Med2|Med1|Med4,Value
dataset_679,Drug Ontology,Dataset
field_679,synonyms,Field
dcfield_679,relation,DublinCore
value_679,Med2|Med1|Med3,Value
dataset_680,Drug Ontology,Dataset
field_680,synonyms,Field
dcfield_680,relation,DublinCore
value_680,Med4|Med3|Med1,Value
dataset_681,Drug Ontology,Dataset
field_681,synonyms,Field
dcfield_681,relation,DublinCore
value_681,Med4|Med1|Med5,Value
dataset_682,Drug Ontology,Dataset
field_682,synonyms,Field
dcfield_682,relation,DublinCore
value_682,Med3|Med2|Med5,Value
dataset_683,Drug Ontology,Dataset
field_683,synonyms,Field
dcfield_683,relation,DublinCore
value_683,Med4|Med3|Med5,Value
dataset_684,Drug Ontology,Dataset
field_684,synonyms,Field
dcfield_684,relation,DublinCore
value_684,Med5|Med1|Med4,Value
dataset_685,Drug Ontology,Dataset
field_685,synonyms,Field
dcfield_685,relation,DublinCore
value_685,Med3|Med1|Med4,Value
dataset_686,Drug Ontology,Dataset
field_686,synonyms,Field
dcfield_686,relation,DublinCore
value_686,Med1|Med3|Med2,Value
dataset_687,Drug Ontology,Dataset
field_687,synonyms,Field
dcfield_687,relation,DublinCore
value_687,Med4|Med5|Med2,Value
dataset_688,Drug Ontology,Dataset
field_688,synonyms,Field
dcfield_688,relation,DublinCore
value_688,Med4|Med2|Med3,Value
dataset_689,Drug Ontology,Dataset
field_689,synonyms,Field
dcfield_689,relation,DublinCore
value_689,Med3|Med1|Med2,Value
dataset_690,Drug Ontology,Dataset
field_690,synonyms,Field
dcfield_690,relation,DublinCore
value_690,Med3|Med4|Med1,Value
dataset_691,Drug Ontology,Dataset
field_691,synonyms,Field
dcfield_691,relation,DublinCore
value_691,Med1|Med5|Med3,Value
dataset_692,Drug Ontology,Dataset
field_692,synonyms,Field
dcfield_692,relation,DublinCore
value_692,Med3|Med1|Med5,Value
dataset_693,Drug Ontology,Dataset
field_693,synonyms,Field
dcfield_693,relation,DublinCore
value_693,Med3|Med4|Med5,Value
dataset_694,Drug Ontology,Dataset
field_694,synonyms,Field
dcfield_694,relation,DublinCore
value_694,Med1|Med2|Med3,Value
dataset_695,Drug Ontology,Dataset
field_695,synonyms,Field
dcfield_695,relation,DublinCore
value_695,Med5|Med1|Med2,Value
dataset_696,Drug Ontology,Dataset
field_696,synonyms,Field
dcfield_696,relation,DublinCore
value_696,Med2|Med4|Med5,Value
dataset_697,Drug Ontology,Dataset
field_697,synonyms,Field
dcfield_697,relation,DublinCore
value_697,Med5|Med3|Med1,Value
dataset_698,Drug Ontology,Dataset
field_698,synonyms,Field
dcfield_698,relation,DublinCore
value_698,Med5|Med3|Med2,Value
dataset_699,Drug Ontology,Dataset
field_699,synonyms,Field
dcfield_699,relation,DublinCore
value_699,Med4|Med2|Med1,Value
dataset_700,Drug Ontology,Dataset
field_700,synonyms,Field
dcfield_700,relation,DublinCore
value_700,Med1|Med5|Med4,Value
dataset_701,Drug Ontology,Dataset
field_701,synonyms,Field
dcfield_701,relation,DublinCore
