source,target,relation
field_494,dcfield_494,MAPPED_TO
field_494,value_494,HAS_VALUE
dataset_495,field_495,HAS_FIELD
field_495,dcfield_495,MAPPED_TO
field_495,value_495,HAS_VALUE
dataset_496,field_496,HAS_FIELD
field_496,dcfield_496,MAPPED_TO
field_496,value_496,HAS_VALUE
dataset_497,field_497,HAS_FIELD
field_497,dcfield_497,MAPPED_TO
field_497,value_497,HAS_VALUE
dataset_498,field_498,HAS_FIELD
field_498,dcfield_498,MAPPED_TO
field_498,value_498,HAS_VALUE
dataset_499,field_499,HAS_FIELD
field_499,dcfield_499,MAPPED_TO
field_499,value_499,HAS_VALUE
dataset_500,field_500,HAS_FIELD
field_500,dcfield_500,MAPPED_TO
field_500,value_500,HAS_VALUE
dataset_501,field_501,HAS_FIELD
field_501,dcfield_501,MAPPED_TO
field_501,value_501,HAS_VALUE
dataset_502,field_502,HAS_FIELD
field_502,dcfield_502,MAPPED_TO
field_502,value_502,HAS_VALUE
dataset_503,field_503,HAS_FIELD
field_503,dcfield_503,MAPPED_TO
field_503,value_503,HAS_VALUE
dataset_504,field_504,HAS_FIELD
field_504,dcfield_504,MAPPED_TO
field_504,value_504,HAS_VALUE
dataset_505,field_505,HAS_FIELD
field_505,dcfield_505,MAPPED_TO
field_505,value_505,HAS_VALUE
dataset_506,field_506,HAS_FIELD
field_506,dcfield_506,MAPPED_TO
field_506,value_506,HAS_VALUE
dataset_507,field_507,HAS_FIELD
field_507,dcfield_507,MAPPED_TO
field_507,value_507,HAS_VALUE
dataset_508,field_508,HAS_FIELD
field_508,dcfield_508,MAPPED_TO
field_508,value_508,HAS_VALUE
dataset_509,field_509,HAS_FIELD
field_509,dcfield_509,MAPPED_TO
field_509,value_509,HAS_VALUE
dataset_510,field_510,HAS_FIELD
field_510,dcfield_510,MAPPED_TO
field_510,value_510,HAS_VALUE
dataset_511,field_511,HAS_FIELD
field_511,dcfield_511,MAPPED_TO
field_511,value_511,HAS_VALUE
dataset_512,field_512,HAS_FIELD
field_512,dcfield_512,MAPPED_TO
field_512,value_512,HAS_VALUE
dataset_513,field_513,HAS_FIELD
field_513,dcfield_513,MAPPED_TO
field_513,value_513,HAS_VALUE
dataset_514,field_514,HAS_FIELD
field_514,dcfield_514,MAPPED_TO
field_514,value_514,HAS_VALUE
dataset_515,field_515,HAS_FIELD
field_515,dcfield_515,MAPPED_TO
field_515,value_515,HAS_VALUE
dataset_516,field_516,HAS_FIELD
field_516,dcfield_516,MAPPED_TO
field_516,value_516,HAS_VALUE
dataset_517,field_517,HAS_FIELD
field_517,dcfield_517,MAPPED_TO
field_517,value_517,HAS_VALUE
dataset_518,field_518,HAS_FIELD
field_518,dcfield_518,MAPPED_TO
field_518,value_518,HAS_VALUE
dataset_519,field_519,HAS_FIELD
field_519,dcfield_519,MAPPED_TO
field_519,value_519,HAS_VALUE
dataset_520,field_520,HAS_FIELD
field_520,dcfield_520,MAPPED_TO
field_520,value_520,HAS_VALUE
dataset_521,field_521,HAS_FIELD
field_521,dcfield_521,MAPPED_TO
field_521,value_521,HAS_VALUE
dataset_522,field_522,HAS_FIELD
field_522,dcfield_522,MAPPED_TO
field_522,value_522,HAS_VALUE
dataset_523,field_523,HAS_FIELD
field_523,dcfield_523,MAPPED_TO
field_523,value_523,HAS_VALUE
dataset_524,field_524,HAS_FIELD
field_524,dcfield_524,MAPPED_TO
field_524,value_524,HAS_VALUE
dataset_525,field_525,HAS_FIELD
field_525,dcfield_525,MAPPED_TO
field_525,value_525,HAS_VALUE
dataset_526,field_526,HAS_FIELD
field_526,dcfield_526,MAPPED_TO
field_526,value_526,HAS_VALUE
dataset_527,field_527,HAS_FIELD
field_527,dcfield_527,MAPPED_TO
field_527,value_527,HAS_VALUE
dataset_528,field_528,HAS_FIELD
field_528,dcfield_528,MAPPED_TO
field_528,value_528,HAS_VALUE
dataset_529,field_529,HAS_FIELD
field_529,dcfield_529,MAPPED_TO
field_529,value_529,HAS_VALUE
dataset_530,field_530,HAS_FIELD
field_530,dcfield_530,MAPPED_TO
field_530,value_530,HAS_VALUE
dataset_531,field_531,HAS_FIELD
field_531,dcfield_531,MAPPED_TO
field_531,value_531,HAS_VALUE
dataset_532,field_532,HAS_FIELD
field_532,dcfield_532,MAPPED_TO
field_532,value_532,HAS_VALUE
dataset_533,field_533,HAS_FIELD
field_533,dcfield_533,MAPPED_TO
field_533,value_533,HAS_VALUE
dataset_534,field_534,HAS_FIELD
field_534,dcfield_534,MAPPED_TO
field_534,value_534,HAS_VALUE
dataset_535,field_535,HAS_FIELD
field_535,dcfield_535,MAPPED_TO
field_535,value_535,HAS_VALUE
dataset_536,field_536,HAS_FIELD
field_536,dcfield_536,MAPPED_TO
field_536,value_536,HAS_VALUE
dataset_537,field_537,HAS_FIELD
field_537,dcfield_537,MAPPED_TO
field_537,value_537,HAS_VALUE
dataset_538,field_538,HAS_FIELD
field_538,dcfield_538,MAPPED_TO
field_538,value_538,HAS_VALUE
dataset_539,field_539,HAS_FIELD
field_539,dcfield_539,MAPPED_TO
field_539,value_539,HAS_VALUE
dataset_540,field_540,HAS_FIELD
field_540,dcfield_540,MAPPED_TO
field_540,value_540,HAS_VALUE
dataset_541,field_541,HAS_FIELD
field_541,dcfield_541,MAPPED_TO
field_541,value_541,HAS_VALUE
dataset_542,field_542,HAS_FIELD
field_542,dcfield_542,MAPPED_TO
field_542,value_542,HAS_VALUE
dataset_543,field_543,HAS_FIELD
field_543,dcfield_543,MAPPED_TO
field_543,value_543,HAS_VALUE
dataset_544,field_544,HAS_FIELD
field_544,dcfield_544,MAPPED_TO
field_544,value_544,HAS_VALUE
dataset_545,field_545,HAS_FIELD
field_545,dcfield_545,MAPPED_TO
field_545,value_545,HAS_VALUE
dataset_546,field_546,HAS_FIELD
field_546,dcfield_546,MAPPED_TO
field_546,value_546,HAS_VALUE
dataset_547,field_547,HAS_FIELD
field_547,dcfield_547,MAPPED_TO
field_547,value_547,HAS_VALUE
dataset_548,field_548,HAS_FIELD
field_548,dcfield_548,MAPPED_TO
field_548,value_548,HAS_VALUE
dataset_549,field_549,HAS_FIELD
field_549,dcfield_549,MAPPED_TO
field_549,value_549,HAS_VALUE
dataset_550,field_550,HAS_FIELD
field_550,dcfield_550,MAPPED_TO
field_550,value_550,HAS_VALUE
dataset_551,field_551,HAS_FIELD
field_551,dcfield_551,MAPPED_TO
field_551,value_551,HAS_VALUE
dataset_552,field_552,HAS_FIELD
field_552,dcfield_552,MAPPED_TO
field_552,value_552,HAS_VALUE
dataset_553,field_553,HAS_FIELD
field_553,dcfield_553,MAPPED_TO
field_553,value_553,HAS_VALUE
dataset_554,field_554,HAS_FIELD
field_554,dcfield_554,MAPPED_TO
field_554,value_554,HAS_VALUE
dataset_555,field_555,HAS_FIELD
field_555,dcfield_555,MAPPED_TO
field_555,value_555,HAS_VALUE
dataset_556,field_556,HAS_FIELD
field_556,dcfield_556,MAPPED_TO
field_556,value_556,HAS_VALUE
dataset_557,field_557,HAS_FIELD
field_557,dcfield_557,MAPPED_TO
field_557,value_557,HAS_VALUE
dataset_558,field_558,HAS_FIELD
field_558,dcfield_558,MAPPED_TO
field_558,value_558,HAS_VALUE
dataset_559,field_559,HAS_FIELD
field_559,dcfield_559,MAPPED_TO
field_559,value_559,HAS_VALUE
dataset_560,field_560,HAS_FIELD
field_560,dcfield_560,MAPPED_TO
field_560,value_560,HAS_VALUE
dataset_561,field_561,HAS_FIELD
field_561,dcfield_561,MAPPED_TO
field_561,value_561,HAS_VALUE
dataset_562,field_562,HAS_FIELD
field_562,dcfield_562,MAPPED_TO
field_562,value_562,HAS_VALUE
dataset_563,field_563,HAS_FIELD
field_563,dcfield_563,MAPPED_TO
field_563,value_563,HAS_VALUE
dataset_564,field_564,HAS_FIELD
field_564,dcfield_564,MAPPED_TO
field_564,value_564,HAS_VALUE
dataset_565,field_565,HAS_FIELD
field_565,dcfield_565,MAPPED_TO
field_565,value_565,HAS_VALUE
dataset_566,field_566,HAS_FIELD
field_566,dcfield_566,MAPPED_TO
field_566,value_566,HAS_VALUE
dataset_567,field_567,HAS_FIELD
field_567,dcfield_567,MAPPED_TO
field_567,value_567,HAS_VALUE
dataset_568,field_568,HAS_FIELD
field_568,dcfield_568,MAPPED_TO
field_568,value_568,HAS_VALUE
dataset_569,field_569,HAS_FIELD
field_569,dcfield_569,MAPPED_TO
field_569,value_569,HAS_VALUE
dataset_570,field_570,HAS_FIELD
field_570,dcfield_570,MAPPED_TO
field_570,value_570,HAS_VALUE
dataset_571,field_571,HAS_FIELD
field_571,dcfield_571,MAPPED_TO
field_571,value_571,HAS_VALUE
dataset_572,field_572,HAS_FIELD
field_572,dcfield_572,MAPPED_TO
field_572,value_572,HAS_VALUE
dataset_573,field_573,HAS_FIELD
field_573,dcfield_573,MAPPED_TO
field_573,value_573,HAS_VALUE
dataset_574,field_574,HAS_FIELD
field_574,dcfield_574,MAPPED_TO
field_574,value_574,HAS_VALUE
dataset_575,field_575,HAS_FIELD
field_575,dcfield_575,MAPPED_TO
field_575,value_575,HAS_VALUE
dataset_576,field_576,HAS_FIELD
field_576,dcfield_576,MAPPED_TO
field_576,value_576,HAS_VALUE
dataset_577,field_577,HAS_FIELD
field_577,dcfield_577,MAPPED_TO
field_577,value_577,HAS_VALUE
dataset_578,field_578,HAS_FIELD
field_578,dcfield_578,MAPPED_TO
field_578,value_578,HAS_VALUE
dataset_579,field_579,HAS_FIELD
field_579,dcfield_579,MAPPED_TO
field_579,value_579,HAS_VALUE
dataset_580,field_580,HAS_FIELD
field_580,dcfield_580,MAPPED_TO
field_580,value_580,HAS_VALUE
dataset_581,field_581,HAS_FIELD
field_581,dcfield_581,MAPPED_TO
field_581,value_581,HAS_VALUE
dataset_582,field_582,HAS_FIELD
field_582,dcfield_582,MAPPED_TO
field_582,value_582,HAS_VALUE
dataset_583,field_583,HAS_FIELD
field_583,dcfield_583,MAPPED_TO
field_583,value_583,HAS_VALUE
dataset_584,field_584,HAS_FIELD
field_584,dcfield_584,MAPPED_TO
field_584,value_584,HAS_VALUE
dataset_585,field_585,HAS_FIELD
field_585,dcfield_585,MAPPED_TO
field_585,value_585,HAS_VALUE
dataset_586,field_586,HAS_FIELD
field_586,dcfield_586,MAPPED_TO
field_586,value_586,HAS_VALUE
dataset_587,field_587,HAS_FIELD
field_587,dcfield_587,MAPPED_TO
field_587,value_587,HAS_VALUE
dataset_588,field_588,HAS_FIELD
field_588,dcfield_588,MAPPED_TO
field_588,value_588,HAS_VALUE
dataset_589,field_589,HAS_FIELD
field_589,dcfield_589,MAPPED_TO
field_589,value_589,HAS_VALUE
dataset_590,field_590,HAS_FIELD
field_590,dcfield_590,MAPPED_TO
field_590,value_590,HAS_VALUE
dataset_591,field_591,HAS_FIELD
field_591,dcfield_591,MAPPED_TO
field_591,value_591,HAS_VALUE
dataset_592,field_592,HAS_FIELD
field_592,dcfield_592,MAPPED_TO
field_592,value_592,HAS_VALUE
dataset_593,field_593,HAS_FIELD
field_593,dcfield_593,MAPPED_TO
field_593,value_593,HAS_VALUE
dataset_594,field_594,HAS_FIELD
field_594,dcfield_594,MAPPED_TO
field_594,value_594,HAS_VALUE
dataset_595,field_595,HAS_FIELD
field_595,dcfield_595,MAPPED_TO
field_595,value_595,HAS_VALUE
dataset_596,field_596,HAS_FIELD
field_596,dcfield_596,MAPPED_TO
field_596,value_596,HAS_VALUE
dataset_597,field_597,HAS_FIELD
field_597,dcfield_597,MAPPED_TO
field_597,value_597,HAS_VALUE
dataset_598,field_598,HAS_FIELD
field_598,dcfield_598,MAPPED_TO
field_598,value_598,HAS_VALUE
dataset_599,field_599,HAS_FIELD
field_599,dcfield_599,MAPPED_TO
field_599,value_599,HAS_VALUE
dataset_600,field_600,HAS_FIELD
field_600,dcfield_600,MAPPED_TO
field_600,value_600,HAS_VALUE
dataset_601,field_601,HAS_FIELD
field_601,dcfield_601,MAPPED_TO
field_601,value_601,HAS_VALUE
dataset_602,field_602,HAS_FIELD
field_602,dcfield_602,MAPPED_TO
field_602,value_602,HAS_VALUE
dataset_603,field_603,HAS_FIELD
field_603,dcfield_603,MAPPED_TO
field_603,value_603,HAS_VALUE
dataset_604,field_604,HAS_FIELD
field_604,dcfield_604,MAPPED_TO
field_604,value_604,HAS_VALUE
dataset_605,field_605,HAS_FIELD
field_605,dcfield_605,MAPPED_TO
field_605,value_605,HAS_VALUE
dataset_606,field_606,HAS_FIELD
field_606,dcfield_606,MAPPED_TO
field_606,value_606,HAS_VALUE
dataset_607,field_607,HAS_FIELD
field_607,dcfield_607,MAPPED_TO
field_607,value_607,HAS_VALUE
dataset_608,field_608,HAS_FIELD
field_608,dcfield_608,MAPPED_TO
field_608,value_608,HAS_VALUE
dataset_609,field_609,HAS_FIELD
field_609,dcfield_609,MAPPED_TO
field_609,value_609,HAS_VALUE
dataset_610,field_610,HAS_FIELD
field_610,dcfield_610,MAPPED_TO
field_610,value_610,HAS_VALUE
dataset_611,field_611,HAS_FIELD
field_611,dcfield_611,MAPPED_TO
field_611,value_611,HAS_VALUE
dataset_612,field_612,HAS_FIELD
field_612,dcfield_612,MAPPED_TO
field_612,value_612,HAS_VALUE
dataset_613,field_613,HAS_FIELD
field_613,dcfield_613,MAPPED_TO
field_613,value_613,HAS_VALUE
dataset_614,field_614,HAS_FIELD
field_614,dcfield_614,MAPPED_TO
field_614,value_614,HAS_VALUE
dataset_615,field_615,HAS_FIELD
field_615,dcfield_615,MAPPED_TO
field_615,value_615,HAS_VALUE
dataset_616,field_616,HAS_FIELD
field_616,dcfield_616,MAPPED_TO
field_616,value_616,HAS_VALUE
dataset_617,field_617,HAS_FIELD
field_617,dcfield_617,MAPPED_TO
field_617,value_617,HAS_VALUE
dataset_618,field_618,HAS_FIELD
field_618,dcfield_618,MAPPED_TO
field_618,value_618,HAS_VALUE
dataset_619,field_619,HAS_FIELD
field_619,dcfield_619,MAPPED_TO
field_619,value_619,HAS_VALUE
dataset_620,field_620,HAS_FIELD
field_620,dcfield_620,MAPPED_TO
field_620,value_620,HAS_VALUE
dataset_621,field_621,HAS_FIELD
field_621,dcfield_621,MAPPED_TO
field_621,value_621,HAS_VALUE
dataset_622,field_622,HAS_FIELD
field_622,dcfield_622,MAPPED_TO
field_622,value_622,HAS_VALUE
dataset_623,field_623,HAS_FIELD
field_623,dcfield_623,MAPPED_TO
field_623,value_623,HAS_VALUE
dataset_624,field_624,HAS_FIELD
field_624,dcfield_624,MAPPED_TO
field_624,value_624,HAS_VALUE
dataset_625,field_625,HAS_FIELD
field_625,dcfield_625,MAPPED_TO
field_625,value_625,HAS_VALUE
dataset_626,field_626,HAS_FIELD
field_626,dcfield_626,MAPPED_TO
field_626,value_626,HAS_VALUE
dataset_627,field_627,HAS_FIELD
field_627,dcfield_627,MAPPED_TO
field_627,value_627,HAS_VALUE
dataset_628,field_628,HAS_FIELD
field_628,dcfield_628,MAPPED_TO
field_628,value_628,HAS_VALUE
dataset_629,field_629,HAS_FIELD
field_629,dcfield_629,MAPPED_TO
field_629,value_629,HAS_VALUE
dataset_630,field_630,HAS_FIELD
field_630,dcfield_630,MAPPED_TO
field_630,value_630,HAS_VALUE
dataset_631,field_631,HAS_FIELD
field_631,dcfield_631,MAPPED_TO
field_631,value_631,HAS_VALUE
dataset_632,field_632,HAS_FIELD
field_632,dcfield_632,MAPPED_TO
field_632,value_632,HAS_VALUE
dataset_633,field_633,HAS_FIELD
field_633,dcfield_633,MAPPED_TO
field_633,value_633,HAS_VALUE
dataset_634,field_634,HAS_FIELD
field_634,dcfield_634,MAPPED_TO
field_634,value_634,HAS_VALUE
dataset_635,field_635,HAS_FIELD
field_635,dcfield_635,MAPPED_TO
field_635,value_635,HAS_VALUE
dataset_636,field_636,HAS_FIELD
field_636,dcfield_636,MAPPED_TO
field_636,value_636,HAS_VALUE
dataset_637,field_637,HAS_FIELD
field_637,dcfield_637,MAPPED_TO
field_637,value_637,HAS_VALUE
dataset_638,field_638,HAS_FIELD
field_638,dcfield_638,MAPPED_TO
field_638,value_638,HAS_VALUE
dataset_639,field_639,HAS_FIELD
field_639,dcfield_639,MAPPED_TO
field_639,value_639,HAS_VALUE
dataset_640,field_640,HAS_FIELD
field_640,dcfield_640,MAPPED_TO
field_640,value_640,HAS_VALUE
dataset_641,field_641,HAS_FIELD
field_641,dcfield_641,MAPPED_TO
field_641,value_641,HAS_VALUE
dataset_642,field_642,HAS_FIELD
field_642,dcfield_642,MAPPED_TO
field_642,value_642,HAS_VALUE
dataset_643,field_643,HAS_FIELD
field_643,dcfield_643,MAPPED_TO
field_643,value_643,HAS_VALUE
dataset_644,field_644,HAS_FIELD
field_644,dcfield_644,MAPPED_TO
field_644,value_644,HAS_VALUE
dataset_645,field_645,HAS_FIELD
field_645,dcfield_645,MAPPED_TO
field_645,value_645,HAS_VALUE
dataset_646,field_646,HAS_FIELD
field_646,dcfield_646,MAPPED_TO
field_646,value_646,HAS_VALUE
dataset_647,field_647,HAS_FIELD
field_647,dcfield_647,MAPPED_TO
field_647,value_647,HAS_VALUE
dataset_648,field_648,HAS_FIELD
field_648,dcfield_648,MAPPED_TO
field_648,value_648,HAS_VALUE
dataset_649,field_649,HAS_FIELD
field_649,dcfield_649,MAPPED_TO
field_649,value_649,HAS_VALUE
dataset_650,field_650,HAS_FIELD
field_650,dcfield_650,MAPPED_TO
field_650,value_650,HAS_VALUE
dataset_651,field_651,HAS_FIELD
field_651,dcfield_651,MAPPED_TO
field_651,value_651,HAS_VALUE
dataset_652,field_652,HAS_FIELD
field_652,dcfield_652,MAPPED_TO
field_652,value_652,HAS_VALUE
dataset_653,field_653,HAS_FIELD
field_653,dcfield_653,MAPPED_TO
field_653,value_653,HAS_VALUE
dataset_654,field_654,HAS_FIELD
field_654,dcfield_654,MAPPED_TO
field_654,value_654,HAS_VALUE
dataset_655,field_655,HAS_FIELD
field_655,dcfield_655,MAPPED_TO
field_655,value_655,HAS_VALUE
dataset_656,field_656,HAS_FIELD
field_656,dcfield_656,MAPPED_TO
field_656,value_656,HAS_VALUE
dataset_657,field_657,HAS_FIELD
field_657,dcfield_657,MAPPED_TO
field_657,value_657,HAS_VALUE
dataset_658,field_658,HAS_FIELD
field_658,dcfield_658,MAPPED_TO
field_658,value_658,HAS_VALUE
dataset_659,field_659,HAS_FIELD
field_659,dcfield_659,MAPPED_TO
field_659,value_659,HAS_VALUE
dataset_660,field_660,HAS_FIELD
field_660,dcfield_660,MAPPED_TO
field_660,value_660,HAS_VALUE
dataset_661,field_661,HAS_FIELD
field_661,dcfield_661,MAPPED_TO
field_661,value_661,HAS_VALUE
dataset_662,field_662,HAS_FIELD
field_662,dcfield_662,MAPPED_TO
field_662,value_662,HAS_VALUE
dataset_663,field_663,HAS_FIELD
field_663,dcfield_663,MAPPED_TO
field_663,value_663,HAS_VALUE
dataset_664,field_664,HAS_FIELD
field_664,dcfield_664,MAPPED_TO
field_664,value_664,HAS_VALUE
dataset_665,field_665,HAS_FIELD
field_665,dcfield_665,MAPPED_TO
field_665,value_665,HAS_VALUE
dataset_666,field_666,HAS_FIELD
field_666,dcfield_666,MAPPED_TO
field_666,value_666,HAS_VALUE
dataset_667,field_667,HAS_FIELD
field_667,dcfield_667,MAPPED_TO
field_667,value_667,HAS_VALUE
dataset_668,field_668,HAS_FIELD
field_668,dcfield_668,MAPPED_TO
field_668,value_668,HAS_VALUE
dataset_669,field_669,HAS_FIELD
field_669,dcfield_669,MAPPED_TO
field_669,value_669,HAS_VALUE
dataset_670,field_670,HAS_FIELD
field_670,dcfield_670,MAPPED_TO
field_670,value_670,HAS_VALUE
dataset_671,field_671,HAS_FIELD
field_671,dcfield_671,MAPPED_TO
field_671,value_671,HAS_VALUE
dataset_672,field_672,HAS_FIELD
field_672,dcfield_672,MAPPED_TO
field_672,value_672,HAS_VALUE
dataset_673,field_673,HAS_FIELD
field_673,dcfield_673,MAPPED_TO
field_673,value_673,HAS_VALUE
dataset_674,field_674,HAS_FIELD
field_674,dcfield_674,MAPPED_TO
field_674,value_674,HAS_VALUE
dataset_675,field_675,HAS_FIELD
field_675,dcfield_675,MAPPED_TO
field_675,value_675,HAS_VALUE
dataset_676,field_676,HAS_FIELD
field_676,dcfield_676,MAPPED_TO
field_676,value_676,HAS_VALUE
dataset_677,field_677,HAS_FIELD
field_677,dcfield_677,MAPPED_TO
field_677,value_677,HAS_VALUE
dataset_678,field_678,HAS_FIELD
field_678,dcfield_678,MAPPED_TO
field_678,value_678,HAS_VALUE
dataset_679,field_679,HAS_FIELD
field_679,dcfield_679,MAPPED_TO
field_679,value_679,HAS_VALUE
dataset_680,field_680,HAS_FIELD
field_680,dcfield_680,MAPPED_TO
field_680,value_680,HAS_VALUE
dataset_681,field_681,HAS_FIELD
field_681,dcfield_681,MAPPED_TO
field_681,value_681,HAS_VALUE
dataset_682,field_682,HAS_FIELD
field_682,dcfield_682,MAPPED_TO
field_682,value_682,HAS_VALUE
dataset_683,field_683,HAS_FIELD
field_683,dcfield_683,MAPPED_TO
field_683,value_683,HAS_VALUE
dataset_684,field_684,HAS_FIELD
field_684,dcfield_684,MAPPED_TO
field_684,value_684,HAS_VALUE
dataset_685,field_685,HAS_FIELD
field_685,dcfield_685,MAPPED_TO
field_685,value_685,HAS_VALUE
dataset_686,field_686,HAS_FIELD
field_686,dcfield_686,MAPPED_TO
field_686,value_686,HAS_VALUE
dataset_687,field_687,HAS_FIELD
field_687,dcfield_687,MAPPED_TO
field_687,value_687,HAS_VALUE
dataset_688,field_688,HAS_FIELD
field_688,dcfield_688,MAPPED_TO
field_688,value_688,HAS_VALUE
dataset_689,field_689,HAS_FIELD
field_689,dcfield_689,MAPPED_TO
field_689,value_689,HAS_VALUE
dataset_690,field_690,HAS_FIELD
field_690,dcfield_690,MAPPED_TO
field_690,value_690,HAS_VALUE
dataset_691,field_691,HAS_FIELD
field_691,dcfield_691,MAPPED_TO
field_691,value_691,HAS_VALUE
dataset_692,field_692,HAS_FIELD
field_692,dcfield_692,MAPPED_TO
field_692,value_692,HAS_VALUE
dataset_693,field_693,HAS_FIELD
field_693,dcfield_693,MAPPED_TO
field_693,value_693,HAS_VALUE
dataset_694,field_694,HAS_FIELD
field_694,dcfield_694,MAPPED_TO
field_694,value_694,HAS_VALUE
dataset_695,field_695,HAS_FIELD
field_695,dcfield_695,MAPPED_TO
field_695,value_695,HAS_VALUE
dataset_696,field_696,HAS_FIELD
field_696,dcfield_696,MAPPED_TO
field_696,value_696,HAS_VALUE
dataset_697,field_697,HAS_FIELD
field_697,dcfield_697,MAPPED_TO
field_697,value_697,HAS_VALUE
dataset_698,field_698,HAS_FIELD
field_698,dcfield_698,MAPPED_TO
field_698,value_698,HAS_VALUE
dataset_699,field_699,HAS_FIELD
field_699,dcfield_699,MAPPED_TO
field_699,value_699,HAS_VALUE
dataset_700,field_700,HAS_FIELD
field_700,dcfield_700,MAPPED_TO
field_700,value_700,HAS_VALUE
dataset_701,field_701,HAS_FIELD
field_701,dcfield_701,MAPPED_TO
field_701,value_701,HAS_VALUE
dataset_702,field_702,HAS_FIELD
field_702,dcfield_702,MAPPED_TO
field_702,value_702,HAS_VALUE
dataset_703,field_703,HAS_FIELD
field_703,dcfield_703,MAPPED_TO
field_703,value_703,HAS_VALUE
dataset_704,field_704,HAS_FIELD
field_704,dcfield_704,MAPPED_TO
field_704,value_704,HAS_VALUE
